user_id,event_id,event_type_enc,event_hour,event_weekday,event_month,season,location_enc,is_outdoor,weather_temp_C,weather_precip_mm,user_rain_avoid,user_cold_tolerance,user_heat_sensitivity,user_wind_sensitivity,user_override_weather,user_type_preference,attended
1,11,163,16,4,4,1,54,0,12.2,3.4,1,5,1,1,5,0,1
1,11,163,16,4,4,1,54,0,10.5,7.7,1,5,1,1,5,0,1
1,12,194,22,6,8,2,161,0,15.2,0.0,1,5,1,1,5,0,1
1,12,194,22,6,8,2,161,0,22.4,0.0,1,5,1,1,5,0,1
1,12,194,22,6,8,2,161,0,16.3,0.2,1,5,1,1,5,0,1
1,12,194,22,6,8,2,161,0,19.8,1.2,1,5,1,1,5,0,1
1,13,168,3,1,3,1,121,1,10.5,0.0,1,5,1,1,5,1,1
1,13,168,3,1,3,1,121,1,8.0,0.0,1,5,1,1,5,1,1
1,13,168,3,1,3,1,121,1,15.8,0.1,1,5,1,1,5,1,1
1,13,168,3,1,3,1,121,1,18.5,5.1,1,5,1,1,5,1,1
1,14,133,0,0,10,3,13,0,29.4,0.0,1,5,1,1,5,0,1
1,14,133,0,0,10,3,13,0,14.9,0.0,1,5,1,1,5,0,1
1,14,133,0,0,10,3,13,0,12.2,0.0,1,5,1,1,5,0,0
1,14,133,0,0,10,3,13,0,14.2,8.8,1,5,1,1,5,0,1
1,15,125,16,1,2,0,174,0,11.9,0.0,1,5,1,1,5,0,1
1,15,125,16,1,2,0,174,0,7.8,0.0,1,5,1,1,5,0,1
1,15,125,16,1,2,0,174,0,8.7,0.0,1,5,1,1,5,0,1
1,15,125,16,1,2,0,174,0,17.0,1.6,1,5,1,1,5,0,1
1,16,75,0,3,9,3,75,0,23.1,0.0,1,5,1,1,5,0,1
1,16,75,0,3,9,3,75,0,17.4,0.0,1,5,1,1,5,0,1
1,16,75,0,3,9,3,75,0,20.4,0.0,1,5,1,1,5,0,1
1,16,75,0,3,9,3,75,0,24.7,8.7,1,5,1,1,5,0,1
1,17,93,9,1,5,1,132,0,24.4,0.0,1,5,1,1,5,0,1
1,17,93,9,1,5,1,132,0,24.2,0.2,1,5,1,1,5,0,0
1,17,93,9,1,5,1,132,0,24.9,1.1,1,5,1,1,5,0,0
1,17,93,9,1,5,1,132,0,24.0,1.2,1,5,1,1,5,0,1
1,18,109,12,1,8,2,37,0,27.6,3.5,1,5,1,1,5,0,0
1,18,109,12,1,8,2,37,0,26.9,10.4,1,5,1,1,5,0,1
1,18,109,12,1,8,2,37,0,26.3,28.0,1,5,1,1,5,0,1
1,18,109,12,1,8,2,37,0,25.3,83.2,1,5,1,1,5,0,1
1,19,15,3,1,5,1,114,0,5.8,0.0,1,5,1,1,5,0,1
1,19,15,3,1,5,1,114,0,6.3,0.0,1,5,1,1,5,0,1
1,19,15,3,1,5,1,114,0,0.1,0.4,1,5,1,1,5,0,1
1,19,15,3,1,5,1,114,0,7.6,21.1,1,5,1,1,5,0,1
1,20,134,15,4,7,2,129,0,26.1,0.0,1,5,1,1,5,0,0
1,20,134,15,4,7,2,129,0,20.3,0.0,1,5,1,1,5,0,1
1,20,134,15,4,7,2,129,0,28.9,1.7,1,5,1,1,5,0,1
1,20,134,15,4,7,2,129,0,24.7,27.1,1,5,1,1,5,0,1
1,21,69,23,4,2,0,192,0,9.7,0.0,1,5,1,1,5,0,1
1,21,69,23,4,2,0,192,0,9.2,0.0,1,5,1,1,5,0,1
1,21,69,23,4,2,0,192,0,9.9,0.2,1,5,1,1,5,0,1
1,21,69,23,4,2,0,192,0,18.2,19.0,1,5,1,1,5,0,1
1,22,136,9,5,5,1,26,0,15.7,0.0,1,5,1,1,5,0,1
1,22,136,9,5,5,1,26,0,2.4,0.0,1,5,1,1,5,0,1
1,22,136,9,5,5,1,26,0,20.3,1.8,1,5,1,1,5,0,1
1,22,136,9,5,5,1,26,0,18.0,7.2,1,5,1,1,5,0,0
1,23,111,4,4,10,3,58,0,15.2,0.0,1,5,1,1,5,0,1
1,23,111,4,4,10,3,58,0,19.6,0.0,1,5,1,1,5,0,1
1,23,111,4,4,10,3,58,0,6.0,0.3,1,5,1,1,5,0,0
1,23,111,4,4,10,3,58,0,5.1,5.9,1,5,1,1,5,0,1
1,24,70,19,3,2,0,183,0,1.5,0.0,1,5,1,1,5,0,1
1,24,70,19,3,2,0,183,0,3.4,0.0,1,5,1,1,5,0,1
1,24,70,19,3,2,0,183,0,3.6,0.1,1,5,1,1,5,0,0
1,24,70,19,3,2,0,183,0,-1.3,1.9,1,5,1,1,5,0,1
1,25,171,22,1,2,0,162,0,27.8,1.3,1,5,1,1,5,0,1
1,25,171,22,1,2,0,162,0,28.0,3.8,1,5,1,1,5,0,1
1,25,171,22,1,2,0,162,0,27.0,13.1,1,5,1,1,5,0,1
1,25,171,22,1,2,0,162,0,26.2,20.7,1,5,1,1,5,0,1
1,26,162,23,2,10,3,110,0,20.8,0.0,1,5,1,1,5,0,1
1,26,162,23,2,10,3,110,0,22.2,0.0,1,5,1,1,5,0,1
1,26,162,23,2,10,3,110,0,17.4,0.0,1,5,1,1,5,0,1
1,26,162,23,2,10,3,110,0,25.0,22.3,1,5,1,1,5,0,1
1,27,83,22,6,11,3,98,0,19.0,0.0,1,5,1,1,5,0,1
1,27,83,22,6,11,3,98,0,19.5,0.0,1,5,1,1,5,0,0
1,27,83,22,6,11,3,98,0,18.6,0.1,1,5,1,1,5,0,1
1,27,83,22,6,11,3,98,0,15.1,5.9,1,5,1,1,5,0,0
1,28,36,9,1,4,1,57,0,19.5,0.0,1,5,1,1,5,0,1
1,28,36,9,1,4,1,57,0,13.7,0.0,1,5,1,1,5,0,1
1,28,36,9,1,4,1,57,0,8.9,0.2,1,5,1,1,5,0,0
1,28,36,9,1,4,1,57,0,25.1,2.3,1,5,1,1,5,0,0
1,29,30,3,3,4,1,100,0,14.6,0.0,1,5,1,1,5,0,1
1,29,30,3,3,4,1,100,0,-5.5,0.0,1,5,1,1,5,0,1
1,29,30,3,3,4,1,100,0,18.8,0.0,1,5,1,1,5,0,1
1,29,30,3,3,4,1,100,0,8.4,13.6,1,5,1,1,5,0,0
1,30,86,0,4,2,0,71,0,25.0,0.0,1,5,1,1,5,0,1
1,30,86,0,4,2,0,71,0,26.0,0.1,1,5,1,1,5,0,0
1,30,86,0,4,2,0,71,0,25.0,0.9,1,5,1,1,5,0,0
1,30,86,0,4,2,0,71,0,25.5,1.5,1,5,1,1,5,0,1
1,31,198,13,5,8,2,189,0,20.5,0.0,1,5,1,1,5,0,1
1,31,198,13,5,8,2,189,0,16.6,1.4,1,5,1,1,5,0,1
1,31,198,13,5,8,2,189,0,16.6,3.0,1,5,1,1,5,0,0
1,31,198,13,5,8,2,189,0,15.4,48.9,1,5,1,1,5,0,1
1,32,17,2,6,2,0,43,0,0.2,0.0,1,5,1,1,5,0,1
1,32,17,2,6,2,0,43,0,2.3,0.0,1,5,1,1,5,0,1
1,32,17,2,6,2,0,43,0,6.5,2.0,1,5,1,1,5,0,0
1,32,17,2,6,2,0,43,0,4.7,4.5,1,5,1,1,5,0,1
1,33,27,7,3,1,0,14,0,3.8,0.0,1,5,1,1,5,0,1
1,33,27,7,3,1,0,14,0,7.0,0.0,1,5,1,1,5,0,1
1,33,27,7,3,1,0,14,0,4.4,0.0,1,5,1,1,5,0,1
1,33,27,7,3,1,0,14,0,7.8,17.6,1,5,1,1,5,0,0
1,34,186,0,2,12,0,125,0,17.7,0.0,1,5,1,1,5,0,0
1,34,186,0,2,12,0,125,0,13.3,0.0,1,5,1,1,5,0,0
1,34,186,0,2,12,0,125,0,8.4,0.0,1,5,1,1,5,0,1
1,34,186,0,2,12,0,125,0,14.1,2.6,1,5,1,1,5,0,1
1,35,82,13,3,9,3,112,0,20.2,0.0,1,5,1,1,5,0,1
1,35,82,13,3,9,3,112,0,18.9,0.0,1,5,1,1,5,0,1
1,35,82,13,3,9,3,112,0,6.5,0.0,1,5,1,1,5,0,1
1,35,82,13,3,9,3,112,0,10.4,1.9,1,5,1,1,5,0,1
1,36,159,11,0,12,0,42,0,5.8,0.0,1,5,1,1,5,0,1
1,36,159,11,0,12,0,42,0,8.4,0.0,1,5,1,1,5,0,0
1,36,159,11,0,12,0,42,0,6.2,2.3,1,5,1,1,5,0,1
1,36,159,11,0,12,0,42,0,11.1,14.6,1,5,1,1,5,0,1
1,37,176,4,5,7,2,198,0,18.1,0.0,1,5,1,1,5,0,0
1,37,176,4,5,7,2,198,0,14.7,0.1,1,5,1,1,5,0,1
1,37,176,4,5,7,2,198,0,24.1,1.7,1,5,1,1,5,0,1
1,37,176,4,5,7,2,198,0,17.2,5.9,1,5,1,1,5,0,1
1,38,92,17,4,9,3,50,0,17.4,0.0,1,5,1,1,5,0,1
1,38,92,17,4,9,3,50,0,20.9,0.0,1,5,1,1,5,0,0
1,38,92,17,4,9,3,50,0,8.4,0.0,1,5,1,1,5,0,1
1,38,92,17,4,9,3,50,0,18.8,21.4,1,5,1,1,5,0,1
1,39,118,15,5,12,0,11,0,-5.7,0.0,1,5,1,1,5,0,1
1,39,118,15,5,12,0,11,0,-6.5,0.0,1,5,1,1,5,0,1
1,39,118,15,5,12,0,11,0,-2.9,0.4,1,5,1,1,5,0,0
1,39,118,15,5,12,0,11,0,-10.7,0.7,1,5,1,1,5,0,1
1,40,66,7,6,3,1,134,0,7.9,0.0,1,5,1,1,5,0,1
1,40,66,7,6,3,1,134,0,12.2,0.1,1,5,1,1,5,0,0
1,40,66,7,6,3,1,134,0,20.3,2.2,1,5,1,1,5,0,1
1,40,66,7,6,3,1,134,0,18.8,13.9,1,5,1,1,5,0,1
1,41,112,11,4,12,0,69,0,6.6,0.0,1,5,1,1,5,0,1
1,41,112,11,4,12,0,69,0,0.2,0.1,1,5,1,1,5,0,1
1,41,112,11,4,12,0,69,0,5.0,0.6,1,5,1,1,5,0,1
1,41,112,11,4,12,0,69,0,5.1,9.2,1,5,1,1,5,0,0
1,42,132,19,3,10,3,184,0,17.1,0.0,1,5,1,1,5,0,1
1,42,132,19,3,10,3,184,0,22.9,0.0,1,5,1,1,5,0,1
1,42,132,19,3,10,3,184,0,18.5,0.0,1,5,1,1,5,0,1
1,42,132,19,3,10,3,184,0,16.3,1.4,1,5,1,1,5,0,0
1,43,81,17,3,11,3,86,0,30.0,0.0,1,5,1,1,5,0,1
1,43,81,17,3,11,3,86,0,25.1,0.0,1,5,1,1,5,0,1
1,43,81,17,3,11,3,86,0,23.3,0.0,1,5,1,1,5,0,0
1,43,81,17,3,11,3,86,0,23.4,1.5,1,5,1,1,5,0,1
1,44,184,14,2,6,2,126,0,22.1,0.0,1,5,1,1,5,0,1
1,44,184,14,2,6,2,126,0,24.3,0.0,1,5,1,1,5,0,0
1,44,184,14,2,6,2,126,0,27.8,1.8,1,5,1,1,5,0,1
1,44,184,14,2,6,2,126,0,23.7,15.6,1,5,1,1,5,0,1
1,45,170,16,4,8,2,5,0,26.5,0.0,1,5,1,1,5,0,1
1,45,170,16,4,8,2,5,0,26.0,0.1,1,5,1,1,5,0,1
1,45,170,16,4,8,2,5,0,26.7,0.8,1,5,1,1,5,0,1
1,45,170,16,4,8,2,5,0,27.4,3.0,1,5,1,1,5,0,1
1,46,71,3,2,1,0,130,0,23.1,0.0,1,5,1,1,5,0,1
1,46,71,3,2,1,0,130,0,20.6,0.2,1,5,1,1,5,0,1
1,46,71,3,2,1,0,130,0,21.6,1.4,1,5,1,1,5,0,1
1,46,71,3,2,1,0,130,0,21.5,2.7,1,5,1,1,5,0,1
1,47,43,0,6,2,0,60,0,5.7,0.0,1,5,1,1,5,0,0
1,47,43,0,6,2,0,60,0,14.8,0.0,1,5,1,1,5,0,0
1,47,43,0,6,2,0,60,0,4.0,1.3,1,5,1,1,5,0,1
1,47,43,0,6,2,0,60,0,17.3,8.9,1,5,1,1,5,0,1
1,48,175,19,1,10,3,29,0,16.5,0.0,1,5,1,1,5,0,1
1,48,175,19,1,10,3,29,0,2.5,0.0,1,5,1,1,5,0,1
1,48,175,19,1,10,3,29,0,-1.3,0.1,1,5,1,1,5,0,1
1,48,175,19,1,10,3,29,0,22.8,3.9,1,5,1,1,5,0,1
1,49,26,18,6,3,1,77,0,19.3,0.0,1,5,1,1,5,0,0
1,49,26,18,6,3,1,77,0,17.5,0.0,1,5,1,1,5,0,1
1,49,26,18,6,3,1,77,0,23.5,2.0,1,5,1,1,5,0,0
1,49,26,18,6,3,1,77,0,27.1,3.0,1,5,1,1,5,0,1
1,50,4,20,1,10,3,143,0,19.1,0.0,1,5,1,1,5,0,0
1,50,4,20,1,10,3,143,0,22.0,0.0,1,5,1,1,5,0,0
1,50,4,20,1,10,3,143,0,23.7,0.4,1,5,1,1,5,0,0
1,50,4,20,1,10,3,143,0,24.8,19.4,1,5,1,1,5,0,1
1,51,104,1,1,11,3,79,0,13.6,0.0,1,5,1,1,5,0,1
1,51,104,1,1,11,3,79,0,25.8,0.0,1,5,1,1,5,0,1
1,51,104,1,1,11,3,79,0,-4.5,0.1,1,5,1,1,5,0,0
1,51,104,1,1,11,3,79,0,20.6,0.6,1,5,1,1,5,0,1
1,52,97,15,0,2,0,141,0,22.4,0.0,1,5,1,1,5,0,1
1,52,97,15,0,2,0,141,0,23.0,0.5,1,5,1,1,5,0,1
1,52,97,15,0,2,0,141,0,22.5,1.8,1,5,1,1,5,0,1
1,52,97,15,0,2,0,141,0,19.5,5.0,1,5,1,1,5,0,1
1,53,127,11,0,10,3,178,0,27.8,0.0,1,5,1,1,5,0,1
1,53,127,11,0,10,3,178,0,29.0,0.4,1,5,1,1,5,0,1
1,53,127,11,0,10,3,178,0,26.2,1.8,1,5,1,1,5,0,1
1,53,127,11,0,10,3,178,0,26.4,8.8,1,5,1,1,5,0,1
1,54,114,19,3,6,2,163,1,23.2,0.0,1,5,1,1,5,1,0
1,54,114,19,3,6,2,163,1,23.8,0.0,1,5,1,1,5,1,1
1,54,114,19,3,6,2,163,1,23.6,0.9,1,5,1,1,5,1,1
1,54,114,19,3,6,2,163,1,20.8,39.1,1,5,1,1,5,1,1
1,55,52,18,5,8,2,103,0,31.0,0.0,1,5,1,1,5,0,0
1,55,52,18,5,8,2,103,0,34.3,0.0,1,5,1,1,5,0,1
1,55,52,18,5,8,2,103,0,32.2,0.1,1,5,1,1,5,0,1
1,55,52,18,5,8,2,103,0,30.0,8.6,1,5,1,1,5,0,1
1,56,62,12,0,4,1,70,0,6.2,0.0,1,5,1,1,5,0,1
1,56,62,12,0,4,1,70,0,5.2,0.0,1,5,1,1,5,0,0
1,56,62,12,0,4,1,70,0,13.7,0.1,1,5,1,1,5,0,1
1,56,62,12,0,4,1,70,0,8.6,3.2,1,5,1,1,5,0,1
1,57,192,10,6,11,3,33,0,23.0,0.0,1,5,1,1,5,0,1
1,57,192,10,6,11,3,33,0,14.3,0.0,1,5,1,1,5,0,0
1,57,192,10,6,11,3,33,0,22.5,0.0,1,5,1,1,5,0,1
1,57,192,10,6,11,3,33,0,10.4,2.3,1,5,1,1,5,0,0
1,58,193,7,3,10,3,172,0,18.8,0.0,1,5,1,1,5,0,0
1,58,193,7,3,10,3,172,0,13.2,0.0,1,5,1,1,5,0,0
1,58,193,7,3,10,3,172,0,2.3,0.1,1,5,1,1,5,0,0
1,58,193,7,3,10,3,172,0,17.6,11.2,1,5,1,1,5,0,1
1,59,139,10,3,6,2,8,0,26.3,0.0,1,5,1,1,5,0,1
1,59,139,10,3,6,2,8,0,25.6,0.2,1,5,1,1,5,0,1
1,59,139,10,3,6,2,8,0,26.3,0.3,1,5,1,1,5,0,1
1,59,139,10,3,6,2,8,0,25.5,1.0,1,5,1,1,5,0,1
1,60,151,2,5,3,1,97,0,15.5,0.0,1,5,1,1,5,0,0
1,60,151,2,5,3,1,97,0,19.0,0.0,1,5,1,1,5,0,0
1,60,151,2,5,3,1,97,0,12.6,1.1,1,5,1,1,5,0,1
1,60,151,2,5,3,1,97,0,21.0,8.3,1,5,1,1,5,0,1
1,61,73,21,1,8,2,152,0,27.8,0.0,1,5,1,1,5,0,1
1,61,73,21,1,8,2,152,0,29.7,0.9,1,5,1,1,5,0,1
1,61,73,21,1,8,2,152,0,26.4,4.5,1,5,1,1,5,0,1
1,61,73,21,1,8,2,152,0,27.7,7.9,1,5,1,1,5,0,1
1,62,150,6,1,8,2,87,0,21.0,0.0,1,5,1,1,5,0,1
1,62,150,6,1,8,2,87,0,28.2,0.3,1,5,1,1,5,0,0
1,62,150,6,1,8,2,87,0,23.7,0.8,1,5,1,1,5,0,0
1,62,150,6,1,8,2,87,0,22.6,12.2,1,5,1,1,5,0,1
1,63,25,16,3,6,2,170,0,29.1,0.0,1,5,1,1,5,0,1
1,63,25,16,3,6,2,170,0,30.5,0.2,1,5,1,1,5,0,1
1,63,25,16,3,6,2,170,0,26.6,1.7,1,5,1,1,5,0,0
1,63,25,16,3,6,2,170,0,28.2,6.2,1,5,1,1,5,0,1
1,64,2,14,3,2,0,47,0,7.7,0.0,1,5,1,1,5,0,1
1,64,2,14,3,2,0,47,0,6.1,0.0,1,5,1,1,5,0,0
1,64,2,14,3,2,0,47,0,2.7,0.3,1,5,1,1,5,0,0
1,64,2,14,3,2,0,47,0,14.4,17.8,1,5,1,1,5,0,1
1,65,106,17,6,10,3,108,0,26.2,0.3,1,5,1,1,5,0,1
1,65,106,17,6,10,3,108,0,25.6,1.8,1,5,1,1,5,0,0
1,65,106,17,6,10,3,108,0,25.4,5.6,1,5,1,1,5,0,1
1,65,106,17,6,10,3,108,0,24.3,30.9,1,5,1,1,5,0,0
1,66,33,8,4,12,0,117,0,4.0,0.0,1,5,1,1,5,0,1
1,66,33,8,4,12,0,117,0,6.5,0.0,1,5,1,1,5,0,1
1,66,33,8,4,12,0,117,0,3.9,0.1,1,5,1,1,5,0,1
1,66,33,8,4,12,0,117,0,1.9,4.7,1,5,1,1,5,0,1
1,67,3,20,3,2,0,136,0,-3.9,0.0,1,5,1,1,5,0,1
1,67,3,20,3,2,0,136,0,1.3,0.0,1,5,1,1,5,0,1
1,67,3,20,3,2,0,136,0,1.3,0.0,1,5,1,1,5,0,1
1,67,3,20,3,2,0,136,0,1.8,1.1,1,5,1,1,5,0,0
1,68,29,18,2,1,0,139,0,-17.3,0.0,1,5,1,1,5,0,0
1,68,29,18,2,1,0,139,0,0.5,0.0,1,5,1,1,5,0,0
1,68,29,18,2,1,0,139,0,-27.6,0.1,1,5,1,1,5,0,1
1,68,29,18,2,1,0,139,0,1.8,0.7,1,5,1,1,5,0,0
1,69,126,1,1,7,2,16,0,20.2,0.0,1,5,1,1,5,0,1
1,69,126,1,1,7,2,16,0,16.3,0.0,1,5,1,1,5,0,1
1,69,126,1,1,7,2,16,0,10.0,6.0,1,5,1,1,5,0,1
1,69,126,1,1,7,2,16,0,13.4,64.4,1,5,1,1,5,0,0
1,70,40,1,5,6,2,53,0,22.0,0.0,1,5,1,1,5,0,1
1,70,40,1,5,6,2,53,0,24.8,0.0,1,5,1,1,5,0,0
1,70,40,1,5,6,2,53,0,22.8,0.8,1,5,1,1,5,0,1
1,70,40,1,5,6,2,53,0,23.6,7.3,1,5,1,1,5,0,0
1,71,61,5,0,4,1,31,0,22.3,0.0,1,5,1,1,5,0,1
1,71,61,5,0,4,1,31,0,20.5,0.1,1,5,1,1,5,0,1
1,71,61,5,0,4,1,31,0,26.7,2.2,1,5,1,1,5,0,1
1,71,61,5,0,4,1,31,0,23.2,3.2,1,5,1,1,5,0,0
1,72,137,2,6,4,1,67,0,17.0,0.0,1,5,1,1,5,0,1
1,72,137,2,6,4,1,67,0,15.8,0.0,1,5,1,1,5,0,0
1,72,137,2,6,4,1,67,0,24.9,0.8,1,5,1,1,5,0,0
1,72,137,2,6,4,1,67,0,18.1,17.9,1,5,1,1,5,0,0
1,73,135,21,0,6,2,34,0,19.3,0.0,1,5,1,1,5,0,1
1,73,135,21,0,6,2,34,0,33.3,0.0,1,5,1,1,5,0,1
1,73,135,21,0,6,2,34,0,24.4,1.5,1,5,1,1,5,0,1
1,73,135,21,0,6,2,34,0,24.7,16.7,1,5,1,1,5,0,1
1,74,31,11,6,10,3,123,0,11.3,0.0,1,5,1,1,5,0,0
1,74,31,11,6,10,3,123,0,0.9,0.0,1,5,1,1,5,0,1
1,74,31,11,6,10,3,123,0,11.5,0.5,1,5,1,1,5,0,1
1,74,31,11,6,10,3,123,0,6.5,11.4,1,5,1,1,5,0,1
1,75,146,20,2,11,3,181,0,29.0,0.0,1,5,1,1,5,0,0
1,75,146,20,2,11,3,181,0,-1.0,0.0,1,5,1,1,5,0,1
1,75,146,20,2,11,3,181,0,21.9,0.0,1,5,1,1,5,0,1
1,75,146,20,2,11,3,181,0,9.9,3.5,1,5,1,1,5,0,1
1,76,183,5,5,7,2,80,0,19.7,0.0,1,5,1,1,5,0,1
1,76,183,5,5,7,2,80,0,18.6,0.0,1,5,1,1,5,0,1
1,76,183,5,5,7,2,80,0,24.2,0.4,1,5,1,1,5,0,1
1,76,183,5,5,7,2,80,0,26.1,22.8,1,5,1,1,5,0,1
1,77,182,14,3,6,2,151,0,26.4,0.0,1,5,1,1,5,0,0
1,77,182,14,3,6,2,151,0,23.6,0.0,1,5,1,1,5,0,1
1,77,182,14,3,6,2,151,0,24.9,0.5,1,5,1,1,5,0,1
1,77,182,14,3,6,2,151,0,20.4,7.5,1,5,1,1,5,0,1
1,78,140,18,6,8,2,90,0,25.8,0.7,1,5,1,1,5,0,1
1,78,140,18,6,8,2,90,0,25.2,3.9,1,5,1,1,5,0,1
1,78,140,18,6,8,2,90,0,24.2,6.4,1,5,1,1,5,0,1
1,78,140,18,6,8,2,90,0,24.7,11.4,1,5,1,1,5,0,0
1,79,32,13,1,9,3,113,0,24.1,0.0,1,5,1,1,5,0,1
1,79,32,13,1,9,3,113,0,9.0,0.0,1,5,1,1,5,0,1
1,79,32,13,1,9,3,113,0,18.1,0.0,1,5,1,1,5,0,1
1,79,32,13,1,9,3,113,0,19.9,4.3,1,5,1,1,5,0,1
1,80,68,10,1,5,1,30,0,27.4,2.0,1,5,1,1,5,0,1
1,80,68,10,1,5,1,30,0,28.0,2.8,1,5,1,1,5,0,1
1,80,68,10,1,5,1,30,0,27.0,7.3,1,5,1,1,5,0,1
1,80,68,10,1,5,1,30,0,27.0,20.6,1,5,1,1,5,0,1
1,81,179,11,0,8,2,83,0,27.4,0.0,1,5,1,1,5,0,1
1,81,179,11,0,8,2,83,0,27.4,0.3,1,5,1,1,5,0,1
1,81,179,11,0,8,2,83,0,27.5,2.1,1,5,1,1,5,0,1
1,81,179,11,0,8,2,83,0,26.7,3.5,1,5,1,1,5,0,1
1,82,37,13,3,3,1,65,0,11.1,0.0,1,5,1,1,5,0,1
1,82,37,13,3,3,1,65,0,15.8,0.0,1,5,1,1,5,0,1
1,82,37,13,3,3,1,65,0,13.9,0.4,1,5,1,1,5,0,1
1,82,37,13,3,3,1,65,0,-2.3,5.3,1,5,1,1,5,0,1
1,83,44,3,1,1,0,191,0,-1.5,0.0,1,5,1,1,5,0,0
1,83,44,3,1,1,0,191,0,3.4,0.0,1,5,1,1,5,0,1
1,83,44,3,1,1,0,191,0,4.9,1.1,1,5,1,1,5,0,1
1,83,44,3,1,1,0,191,0,2.3,6.5,1,5,1,1,5,0,1
1,84,169,22,5,1,0,158,0,-1.6,0.0,1,5,1,1,5,0,1
1,84,169,22,5,1,0,158,0,7.2,0.0,1,5,1,1,5,0,0
1,84,169,22,5,1,0,158,0,1.4,0.4,1,5,1,1,5,0,0
1,84,169,22,5,1,0,158,0,13.3,5.1,1,5,1,1,5,0,1
1,85,130,3,4,6,2,78,0,28.0,0.0,1,5,1,1,5,0,1
1,85,130,3,4,6,2,78,0,28.4,0.0,1,5,1,1,5,0,0
1,85,130,3,4,6,2,78,0,26.3,0.1,1,5,1,1,5,0,1
1,85,130,3,4,6,2,78,0,25.2,12.5,1,5,1,1,5,0,1
1,86,8,12,2,11,3,7,0,26.6,0.0,1,5,1,1,5,0,1
1,86,8,12,2,11,3,7,0,-2.6,0.0,1,5,1,1,5,0,1
1,86,8,12,2,11,3,7,0,21.2,0.1,1,5,1,1,5,0,1
